blood_bank_id,name,address,phone
b0672,Manchester Blood Center 250,"77 Gerald Drive, Manchester, CT, 06040",1875643073
b0921,Arvada Blood Center 251,"8447 West 51st Avenue, Arvada, CO, 80002",8818631478
b0531,Freetown Blood Center 252,"2A Cleveland Park Rd, Freetown, MA, 02717",1125282359
b0358,Savannah Blood Center 253,"14006 Coffee Bluff Road, Savannah, GA, 31419",6543810616
b0687,Fayetteville Blood Center 254,"540 East Appleby Road#105, Fayetteville, AR, 72703",1936102667
b0369,Fayetteville Blood Center 255,"505 North Washington Avenue, Fayetteville, AR, 72701",6073346631
b0217,Savannah Blood Center 256,"2139 Glynnwood Drive, Savannah, GA, 31404",8762032883
b0557,Savannah Blood Center 257,"7 Rose Dhu Lane, Savannah, GA, 31419",1331644417
b0927,Annapolis Blood Center 258,"1347 Blackwalnut Court, Annapolis, MD, 21403",3230228094
b0417,Anchorage Blood Center 259,"400 D Street#STE 1B, Anchorage, AK, 99501",4586546165
b0171,Anchorage Blood Center 260,"9101 Vanguard Drive, Anchorage, AK, 99507",4970400868
b0804,Mexico Beach Blood Center 261,"2802 US Highway 98BLDG F, Mexico Beach, FL, 32456",1393517534
b0695,Berkeley Blood Center 262,"7144 Marlborough Terrace, Berkeley, CA, 94705",4550843456
b0131,Louisville Blood Center 263,"208 Kinnaird Lane, Louisville, KY, 40243",4988245870
b0508,Littleton Blood Center 264,"5516 West Indore Drive, Littleton, CO, 80128",2205405562
b0591,Montgomery Blood Center 265,"1320 Dunbarton Road, Montgomery, AL, 36117",4850712290
b0447,Castro Valley Blood Center 266,"5725 Medallion Court, Castro Valley, CA, 94552",9035154202
b0912,Aurora Blood Center 267,"15509 East 7th Circle, Aurora, CO, 80011",5077717566
b0087,Southport Blood Center 268,"9222 Sandra Grace Road, Southport, FL, 32409",7241161722
b0400,Arvada Blood Center 269,"15847 West 74th Place, Arvada, CO, 80007",4173605315
b0374,Edgewater Blood Center 270,"3579 2nd Avenue, Edgewater, MD, 21037",5153840531
b0294,Wolcott Blood Center 271,"4632 Vermont 15, Wolcott, VT, 05680",6463352940
b0057,Panama City Blood Center 272,"1803 Hickory AvenueUNIT C, Panama City, FL, 32405",8365139394
b0885,Montgomery Blood Center 273,"3951 Kimberly Street, Montgomery, AL, 36116",9136382958
b0387,Washington Blood Center 274,"235 17th Street Southeast, Washington, DC, 20003",3431480231
b0315,Panama City Blood Center 275,"815 Plantation Drive, Panama City, FL, 32404",9333020457
b0668,Louisville Blood Center 276,"10129 Spring Gate Drive, Louisville, KY, 40241",1928748371
b0209,Washington Blood Center 277,"1516 Buchanan Street Northwest, Washington, DC, 20011",6157331711
b0908,Louisville Blood Center 278,"14003 Crossbranch Court, Louisville, KY, 40245",1334678098
b0012,Arvada Blood Center 279,"7915 Depew Street, Arvada, CO, 80003",2332065426
b0799,Arvada Blood Center 280,"6710 Quay Street, Arvada, CO, 80003",2906060469
b0896,Panama City Blood Center 281,"1208 Lindenwood Drive, Panama City, FL, 32405",6873018141
b0266,Groton Blood Center 282,"37 Fieldside Drive, Groton, CT, 06340",3904749555
b0523,Montgomery Blood Center 283,"3340 Woodpark Drive, Montgomery, AL, 36116",5495217128
b0037,Panama City Blood Center 284,"2508 Grant Avenue, Panama City, FL, 32405",5154621890
b0280,Louisville Blood Center 285,"9401 3rd Street Road, Louisville, KY, 40272",3723168861
b0406,Arvada Blood Center 286,"8785 Ellis Court, Arvada, CO, 80005",1031634969
b0273,Peoria Blood Center 287,"7027 West Phelps Road, Peoria, AZ, 85382",9261683403
b0960,Thunderbolt Blood Center 288,"15 Lakewood Drive, Thunderbolt, GA, 31410",7382014007
b0241,Oklahoma City Blood Center 289,"12013 Blue Moon Avenue, Oklahoma City, OK, 73162",7920589973
b0914,Revere Blood Center 290,"98 Lincoln Street, Revere, MA, 02151",6882880149
b0582,Washington Blood Center 291,"1641 Kramer Street Northeast, Washington, DC, 20002",4801086546
b0650,Glendale Blood Center 292,"10202 North 51st Drive, Glendale, AZ, 85302",5096080330
b0644,Oklahoma City Blood Center 293,"10632 Admiral Court, Oklahoma City, OK, 73162",4622574396
b0929,Baltimore Blood Center 294,"5306 Ritchie Highway, Baltimore, MD, 21225",4693738947
b0448,Athol Blood Center 295,"7 Oliver Street#2, Athol, MA, 01331",6550556382
b0712,Fayetteville Blood Center 296,"3469 North Par Court, Fayetteville, AR, 72703",3320052873
b0062,Westmore Blood Center 297,"721 Vermont 5A, Westmore, VT, 05860",4832236325
b0630,Washington Blood Center 298,"623 Rhode Island Avenue Northwest, Washington, DC, 20001",3776310768
b0043,Severn Blood Center 299,"7785 Montgomery Mews Court, Severn, MD, 21144",4784346638
b0770,Fremont Blood Center 300,"42223 Edgewood Street, Fremont, CA, 94538",9807855307
b0009,Gloucester Blood Center 301,"4 Samuel Riggs Circle, Gloucester, MA, 01930",9007249720
b0077,Norman Blood Center 302,"2905 Stonebridge Court, Norman, OK, 73071",1286541404
b0103,Burke Blood Center 303,"5309 Darling Hill Road, Burke, VT, 05871",5588769894
b0938,Hartford Blood Center 304,"10 Skyline Way, Hartford, VT, 05001",8458224479
b0856,Oakland Blood Center 305,"2747 68th Avenue, Oakland, CA, 94605",8120579551
b0719,Livermore Blood Center 306,"682 Brighton Way, Livermore, CA, 94551",1081253536
b0096,Montgomery Blood Center 307,"5680 Eddins Road, Montgomery, AL, 36117",3035024923
b0094,Savannah Blood Center 308,"402 Tuten Avenue, Savannah, GA, 31415",3376850080
b0811,Washington Blood Center 309,"1734 Corcoran Street Northwest, Washington, DC, 20009",9388077244
b0329,Lyndon Blood Center 310,"1726 Bridgeview Lane#5, Lyndon, KY, 40242",6374855363
b0974,Fayetteville Blood Center 311,"683 North Wilson Avenue, Fayetteville, AR, 72701",3125855648
b0028,Brookfield Blood Center 312,"1992 West Street, Brookfield, VT, 05036",9185324280
b0310,Litchfield Park Blood Center 313,"13417 West Marlette Court, Litchfield Park, AZ, 85340",9493467968
b0259,Anchorage Blood Center 314,"2140 Colony Loop, Anchorage, AK, 99507",1244807229
b0078,Washington Blood Center 315,"1816 U Place Southeast, Washington, DC, 20020",8898025596
b0411,Anchorage Blood Center 316,"17361 Baronoff Avenue, Anchorage, AK, 99577",7337618451
b0744,Montgomery Blood Center 317,"949 South Lawrence Street, Montgomery, AL, 36104",7311820305
b0514,Savannah Blood Center 318,"7804 Abercorn Street#11, Savannah, GA, 31406",7260575144
b0227,Colchester Blood Center 319,"294 East Lakeshore Drive, Colchester, VT, 05446",4703033021
b0278,Litchfield Park Blood Center 320,"12420 West Montebello Avenue, Litchfield Park, AZ, 85340",6990040896
b0714,Arvada Blood Center 321,"17794 West 77th Lane, Arvada, CO, 80007",8274761283
b0869,Savannah Blood Center 322,"212 Holiday Circle, Savannah, GA, 31419",6834607710
b0036,Fayetteville Blood Center 323,"1770 Colony Way, Fayetteville, AR, 72704",5907037749
b0648,Glendale Blood Center 324,"6604 West Montebello Avenue#8, Glendale, AZ, 85301",4756634691
b0025,Beverly Hills Blood Center 325,"5038 North Cimarron Drive, Beverly Hills, FL, 34465",9353702976
b0134,Louisville Blood Center 326,"8502 Madrone Avenue, Louisville, KY, 40258",5365865318
b0205,Oakland Blood Center 327,"7725 Ney Avenue, Oakland, CA, 94605",4641560528
b0316,Hayward Blood Center 328,"26334 Adrian Avenue, Hayward, CA, 94545",5940264128
b0022,Glendale Blood Center 329,"5065 North 54th Avenue#8, Glendale, AZ, 85301",7128475323
b0249,Morro Bay Blood Center 330,"680 Quintana Road, Morro Bay, CA, 93442",4873025713
b0787,Washington Blood Center 331,"3538 Albemarle Street Northwest, Washington, DC, 20008",5076670807
b0802,Fayetteville Blood Center 332,"354 North University Avenue, Fayetteville, AR, 72701",2902140144
b0636,Nashville Blood Center 333,"112 Joyner Avenue, Nashville, TN, 37210",5481638065
b0154,Barre Blood Center 334,"2 Ellenwood Street, Barre, VT, 05641",7316058400
b0860,Fall River Blood Center 335,"332 Stafford Road#2, Fall River, MA, 02721",3773179555
b0440,Panama City Beach Blood Center 336,"9321 Amy Lane, Panama City Beach, FL, 32407",3915270405
b0569,Fayetteville Blood Center 337,"1456 North Coghill Drive#106, Fayetteville, AR, 72704",6421752908
b0221,Crofton Blood Center 338,"1642 Fendall Court, Crofton, MD, 21114",1825363238
b0242,Savannah Blood Center 339,"115 Falkirk Street, Savannah, GA, 31407",3462405533
b0222,Nashville Blood Center 340,"3714 John Mallette Drive, Nashville, TN, 37218",7785562045
b0431,Aspen Blood Center 341,"140 West Cooper Avenue, Aspen, CO, 81611",8608052348
b0175,Glendale Blood Center 342,"6231 North 59th Avenue#35, Glendale, AZ, 85301",4355362582
b0254,Crofton Blood Center 343,"2008 Aberdeen Drive, Crofton, MD, 21114",3580430180
b0987,Westminster Blood Center 344,"6880 Xavier Circle#2, Westminster, CO, 80030",5844851935
b0003,San Diego Blood Center 345,"7096 Park Mesa Way#57, San Diego, CA, 92111",5256516993
b0639,Alameda Blood Center 346,"72 Salmon Road, Alameda, CA, 94502",3978315388
b0711,Fayetteville Blood Center 347,"2100 North Leverett Avenue#112J, Fayetteville, AR, 72703",5812038365
b0978,Burlington Blood Center 348,"9 Kimball Court#107, Burlington, MA, 01803",5163630992
b0500,Savannah Blood Center 349,"27 Cabbage Crossing, Savannah, GA, 31411",6401880109
b0670,Washington Blood Center 350,"1902 6th Street Northwest, Washington, DC, 20001",4360733214
b0231,Livermore Blood Center 351,"4439 Gale Street, Livermore, CA, 94550",1037230828
b0945,Edgewater Blood Center 352,"3579 2nd Avenue, Edgewater, MD, 21037",3125627751
b0761,Williston Blood Center 353,"833 South Brownell Road, Williston, VT, 05495",5532445183
b0158,Baltimore Blood Center 354,"5306 Ritchie Highway, Baltimore, MD, 21225",6093708621
b0610,Washington Blood Center 355,"1641 Kramer Street Northeast, Washington, DC, 20002",1942668203
b0377,Montgomery Blood Center 356,"1622 Edgar D Nixon Avenue, Montgomery, AL, 36104",6044340422
b0379,Pasadena Blood Center 357,"1243 Doris Avenue, Pasadena, MD, 21122",8421076846
b0979,Edmond Blood Center 358,"1032 Brayhill Road, Edmond, OK, 73003",8676717550
b0882,Livermore Blood Center 359,"266 South J Street, Livermore, CA, 94550",3960585239
b0547,Livermore Blood Center 360,"1004 Bellflower Street, Livermore, CA, 94551",2463753233
b0716,Spencer Blood Center 361,"10725 Sunset Boulevard, Spencer, OK, 73084",2093148011
b0981,Brockton Blood Center 362,"111 Rosemary Street, Brockton, MA, 02302",5728352882
b0724,Glendale Blood Center 363,"22825 North 74th Lane, Glendale, AZ, 85310",8140300559
b0325,Washington Blood Center 364,"417 R Street Northwest, Washington, DC, 20001",8965517090
b0579,Washington Blood Center 365,"4603 Grant Street Northeast, Washington, DC, 20019",1994740655
b0772,Tybee Island Blood Center 366,"26 Battery Drive, Tybee Island, GA, 31328",6300405177
b0074,Savannah Blood Center 367,"37 East Broad Street, Savannah, GA, 31401",5764753833
b0351,Louisville Blood Center 368,"5801 South Watterson Trail, Louisville, KY, 40291",5563418876
b0048,Boulder Blood Center 369,"4537 Tanglewood Trail, Boulder, CO, 80301",8312380686
b0588,Oakland Blood Center 370,"2640 8th AvenueC, Oakland, CA, 94606",1363786897
b0730,Santa Cruz Blood Center 371,"125 John Street, Santa Cruz, CA, 95060",8663885687
b0311,Milton Blood Center 372,"30 Curtis Road#509, Milton, MA, 02186",9525566740
b0705,Port Charlotte Blood Center 373,"23480 Abers Avenue, Port Charlotte, FL, 33980",5644874357
b0385,Montgomery Blood Center 374,"3300 Crystal Road, Montgomery, AL, 36110",1501430331
b0427,Worcester Blood Center 375,"20 Hacker Street#3, Worcester, MA, 01603",8042011659
b0133,Glendale Blood Center 376,"6748 West San Juan Avenue, Glendale, AZ, 85303",6921868580
b0065,Anchorage Blood Center 377,"7100 Old Seward HighwaySTE M, Anchorage, AK, 99518",3968449554
b0281,Manchester Blood Center 378,"197 Oak Street, Manchester, CT, 06040",5055776354
b0822,Fayetteville Blood Center 379,"2849 Quail Drive, Fayetteville, AR, 72704",6236445183
b0101,Anchorage Blood Center 380,"1353 West 27th Avenue#APT 000004, Anchorage, AK, 99503",5158056032
b0363,Tybee Island Blood Center 381,"12 17th Place, Tybee Island, GA, 31328",9828370530
b0819,Anchorage Blood Center 382,"1254 Muldoon Road, Anchorage, AK, 99504",4088784301
b0555,Washington Blood Center 383,"4130 Legation Street Northwest, Washington, DC, 20015",4580803394
b0163,Montgomery Blood Center 384,"2195 Cantelou Road, Montgomery, AL, 36108",4524448094
b0331,Crownsville Blood Center 385,"552 Maynadier Lane, Crownsville, MD, 21032",5004472923
b0138,Union City Blood Center 386,"152 Teddy Drive, Union City, CA, 94587",8540854897
b0521,Glendale Blood Center 387,"5205 West Thunderbird Road#1042, Glendale, AZ, 85306",4653777944
b0060,Panama City Blood Center 388,"6912 Sunrise Drive, Panama City, FL, 32407",6078075545
b0627,Pooler Blood Center 389,"2170 Benton Boulevard#2107, Pooler, GA, 31322",9206102695
b0112,Washington Blood Center 390,"1816 U Place Southeast, Washington, DC, 20020",2673119349
b0701,Glendale Blood Center 391,"6928 North 87th Lane, Glendale, AZ, 85305",5574658775
b0018,Mountain View Blood Center 392,"369 Ruth Avenue, Mountain View, CA, 94043",5961880784
b0162,Nashville Blood Center 393,"4032 Windwood Lane, Nashville, TN, 37214",4067500212
b0737,Arvada Blood Center 394,"5408 Iris Street, Arvada, CO, 80002",7016286234
b0975,Oklahoma City Blood Center 395,"14525 South Brent Drive, Oklahoma City, OK, 73170",8140034459
b0815,Glendale Blood Center 396,"5837 West Evans Drive, Glendale, AZ, 85306",8807176354
b0243,San Leandro Blood Center 397,"1772 150th Avenue, San Leandro, CA, 94578",2710745630
b0232,Oakland Blood Center 398,"439 Crestmont Drive, Oakland, CA, 94619",4493067359
b0437,Anchorage Blood Center 399,"11160 Vosikof Place, Anchorage, AK, 99507",5005623287
b0438,Oklahoma City Blood Center 400,"3801 North Ann Arbor Place, Oklahoma City, OK, 73122",3418828225
b0773,Pooler Blood Center 401,"5 Winslow Circle, Pooler, GA, 31322",1913715430
b0083,Fayetteville Blood Center 402,"1879 South Cherry Hills Drive, Fayetteville, AR, 72701",5543689935
b0451,Anchorage Blood Center 403,"905 Richardson Vista Road#APT 165, Anchorage, AK, 99501",2417052596
b0526,Pooler Blood Center 404,"1915 Dean Forest Road, Pooler, GA, 31322",1043754957
b0655,Fayetteville Blood Center 405,"103 Martin Luther King Junior Boulevard, Fayetteville, AR, 72701",3433089052
b0890,Pasadena Blood Center 406,"8409 Gullane Court, Pasadena, MD, 21122",3763864921
b0551,Hayward Blood Center 407,"450 C Street, Hayward, CA, 94541",7704067745
b0543,Vershire Blood Center 408,"6460 Vermont 113, Vershire, VT, 05079",1258817887
b0549,Anchorage Blood Center 409,"19803 North Mitkof Loop, Anchorage, AK, 99577",4244267852
b0778,Norman Blood Center 410,"416 South University Boulevard, Norman, OK, 73069",7562519484
b0130,Washington Blood Center 411,"3538 Albemarle Street Northwest, Washington, DC, 20008",1373410546
b0140,Gardner Blood Center 412,"34 Main Street#5H, Gardner, MA, 01440",2291663090
b0032,Berkeley Blood Center 413,"2703 Woolsey Street#R 1, Berkeley, CA, 94705",7961734079
b0619,Glendale Blood Center 414,"5039 North 57th Avenue#118, Glendale, AZ, 85301",8945685603
b0891,Moore Blood Center 415,"625 West Main Street, Moore, OK, 73160",1294817412
b0669,Montgomery Blood Center 416,"105 West Wareingwood Drive, Montgomery, AL, 36109",8780036905
b0972,Waddell Blood Center 417,"18426 West Carol Avenue, Waddell, AZ, 85355",2714654788
b0753,Marysville Blood Center 418,"612 E Street, Marysville, CA, 95901",3971570028
b0957,Mexico Beach Blood Center 419,"106 Parker Parkway, Mexico Beach, FL, 32456",9963650920
b0407,Savannah Blood Center 420,"711 Tatem Street, Savannah, GA, 31405",1104869700
b0107,Arvada Blood Center 421,"9515 West 74th Avenue, Arvada, CO, 80005",4222402972
b0464,Nashville Blood Center 422,"119 Matthew Lane, Nashville, TN, 37215",6755588185
b0401,Hinesburg Blood Center 423,"116 Jourdan Street, Hinesburg, VT, 05461",5235679672
b0971,Washington Blood Center 424,"601 Farragut Place Northeast, Washington, DC, 20017",1072161543
b0940,Louisville Blood Center 425,"9712 Stream View Trail, Louisville, KY, 40258",9006665646
b0499,Savannah Blood Center 426,"12403 Deerfield Road, Savannah, GA, 31419",4621024198
b0223,Savannah Blood Center 427,"7024 Johnny Mercer Boulevard, Savannah, GA, 31410",7684662188
b0707,Savannah Blood Center 428,"514 East 38th Street, Savannah, GA, 31401",7516840001
b0220,Fayetteville Blood Center 429,"962 South Silverado Drive#103, Fayetteville, AR, 72701",2740264796
b0503,Montevallo Blood Center 430,"65 Jones Lane, Montevallo, AL, 35115",2153761785
b0332,Manchester Blood Center 431,"104 Greenwood Drive, Manchester, CT, 06042",3435136292
b0708,Pittsfield Blood Center 432,"25 Church StreetA, Pittsfield, MA, 01201",4471825472
b0237,Oklahoma City Blood Center 433,"4024 Northwest 16th Street, Oklahoma City, OK, 73107",8856613387
b0208,Concord Blood Center 434,"2531 Prestwick Avenue, Concord, CA, 94519",7707389044
b0265,Savannah Blood Center 435,"711 Tatem Street, Savannah, GA, 31405",2432371438
b0628,Arvada Blood Center 436,"8671 West 78th Circle, Arvada, CO, 80005",5944836069
b0616,San Diego Blood Center 437,"222 Quince Street#2-B, San Diego, CA, 92103",9204414022
b0380,Oakland Blood Center 438,"474 Merritt Avenue, Oakland, CA, 94610",3074638661
b0506,Arvada Blood Center 439,"5327 Pierce Street, Arvada, CO, 80002",8013715557
b0029,Glendale Blood Center 440,"7101 West Beardsley Road#151, Glendale, AZ, 85308",8852252569
b0703,Louisville Blood Center 441,"14003 Crossbranch Court, Louisville, KY, 40245",6910642644
b0445,Oakland Blood Center 442,"2014 Clemens Road, Oakland, CA, 94602",9006272925
b0535,Odenton Blood Center 443,"2715 Thornbrook Court, Odenton, MD, 21113",6833408519
b0476,Westminster Blood Center 444,"6880 Xavier Circle#2, Westminster, CO, 80030",9372729439
b0843,Louisville Blood Center 445,"8304 Glaser Lane, Louisville, KY, 40291",6428379050
b0637,Washington Blood Center 446,"1504 P Street Northwest, Washington, DC, 20005",4943206433
b0977,Arvada Blood Center 447,"6398 Jellison Way, Arvada, CO, 80004",6050216922
b0434,Oklahoma City Blood Center 448,"3104 Southwest 46th Street, Oklahoma City, OK, 73119",4645487838
b0020,Soldotna Blood Center 449,"264 Crest Drive, Soldotna, AK, 99669",7140172839
b0132,Savannah Blood Center 450,"151 Main Street, Savannah, GA, 31408",5113815553
b0058,Holyoke Blood Center 451,"475 Maple Street#613, Holyoke, MA, 01040",1247088713
b0967,Gambrills Blood Center 452,"1718 Underwood Road, Gambrills, MD, 21054",3895021664
b0446,Arvada Blood Center 453,"5581 Nolan Street, Arvada, CO, 80002",3122820715
b0808,Montgomery Blood Center 454,"4010 Governors Drive, Montgomery, AL, 36111",8953110574
b0949,Nashville Blood Center 455,"2008 Ashton Avenue, Nashville, TN, 37218",1074089360
b0156,Montgomery Blood Center 456,"8293 Grayson Grove, Montgomery, AL, 36117",4173187241
b0061,Louisville Blood Center 457,"1424 Winter Avenue, Louisville, KY, 40204",9488152383
b0272,Anchorage Blood Center 458,"8800 Cordell Circle#APT 000003, Anchorage, AK, 99502",7514304303
b0067,Annapolis Blood Center 459,"201 West Street, Annapolis, MD, 21401",5900180024
b0126,Arvada Blood Center 460,"7256 West 84th Way#918, Arvada, CO, 80003",9937139868
b0864,Glendale Blood Center 461,"5065 North 54th Avenue#8, Glendale, AZ, 85301",9858761291
b0625,Arvada Blood Center 462,"8347 Ames Way, Arvada, CO, 80003",3690255111
b0109,Louisville Blood Center 463,"1259 Everett Avenue, Louisville, KY, 40204",5878428881
b0442,Glendale Blood Center 464,"6717 North 59th Avenue, Glendale, AZ, 85301",3405063907
b0917,Washington Blood Center 465,"357 Chaplin Street Southeast, Washington, DC, 20019",3672760121
b0763,Prospect Blood Center 466,"7810 Spring Farm Pointe Place, Prospect, KY, 40059",5830862322
b0904,Glendale Blood Center 467,"7192 West Topeka Drive, Glendale, AZ, 85308",6520811969
b0995,Windham Blood Center 468,"200 Edson Road, Windham, VT, 05359",8606606143
b0603,Savannah Blood Center 469,"5108 Franklin Street, Savannah, GA, 31405",1665858744
b0998,Manchester Blood Center 470,"34 Holyoke Road, Manchester, CT, 06040",4244119876
b0095,Revere Blood Center 471,"500 Revere Beach Boulevard#109, Revere, MA, 02151",2783086690
b0098,Montgomery Blood Center 472,"2269 Eastern Boulevard, Montgomery, AL, 36117",7008042688
b0349,Fayetteville Blood Center 473,"1100 West Bowen BoulevardF, Fayetteville, AR, 72703",3570464320
b0008,Glendale Blood Center 474,"7404 West Crest Lane, Glendale, AZ, 85310",2632422213
b0748,Panama City Blood Center 475,"4125 Cobia Street, Panama City, FL, 32408",7651119591
b0382,Savannah Blood Center 476,"1425 Claremont Circle, Savannah, GA, 31415",8403531898
b0026,Vallejo Blood Center 477,"637 Britannia Drive, Vallejo, CA, 94591",7118421135
b0742,Berkeley Blood Center 478,"1937 Carleton StreetM, Berkeley, CA, 94704",9157230533
b0682,Anchorage Blood Center 479,"5116 Emmanuel Avenue, Anchorage, AK, 99508",1545182176
b0488,Savannah Blood Center 480,"6206 Waters Avenue#110, Savannah, GA, 31406",2780159312
b0849,Washington Blood Center 481,"2327 Pomeroy Road Southeast, Washington, DC, 20020",6312307783
b0835,Baltimore Blood Center 482,"5224 Wasena Avenue, Baltimore, MD, 21225",4761424729
b0657,Brooklyn Park Blood Center 483,"5900 Upland Road, Brooklyn Park, MD, 21225",7810602135
b0898,Arvada Blood Center 484,"11985 West 56th Drive, Arvada, CO, 80002",5303124709
b0212,Fayetteville Blood Center 485,"683 North Wilson Avenue, Fayetteville, AR, 72701",4628001095
b0378,Manchester Blood Center 486,"26 Seaman Circle, Manchester, CT, 06040",8290882685
b0617,San Leandro Blood Center 487,"158 Euclid Avenue, San Leandro, CA, 94577",7194325828
b0468,Colchester Blood Center 488,"112 Shannon Road, Colchester, VT, 05446",2450127314
b0590,Del City Blood Center 489,"2417 Becker Place, Del City, OK, 73115",4280653830
b0548,Newark Blood Center 490,"36360 Beech Place, Newark, CA, 94560",9740446277
b0279,Colchester Blood Center 491,"29 East Avenue, Colchester, VT, 05446",7261856254
b0825,Framingham Blood Center 492,"189 Danforth Street, Framingham, MA, 01701",4330518388
b0482,Washington Blood Center 493,"58 Rice Street Southwest, Washington, DC, 20032",6098789330
b0044,Arvada Blood Center 494,"6029 Wright Street, Arvada, CO, 80004",8271305756
b0675,Montgomery Blood Center 495,"5331 Rexford Court, Montgomery, AL, 36116",2774345833
b0461,Nashville Blood Center 496,"1123 Glenwood Avenue, Nashville, TN, 37204",8040833430
b0484,Montgomery Blood Center 497,"2306 Edinburgh Drive, Montgomery, AL, 36116",5233284437
b0581,Washington Blood Center 498,"1711 8th Street Northwest, Washington, DC, 20001",4912812439
